"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"english",0,"Male",25,"no","none","Yes",".50",2
1,"english",0,"Male",26,"","","Yes","0.50",1
2,"English",0,"Female",58,"no","","Yes",".50",3
3,"english",0,"Male",26,"no","","Yes","0.25",3
4,"English",0,"Male",25,"no","","Yes","0.25",3
5,"English",1,"Male",28,"No.","","Yes","0.25",3
6,"English",0,"Male",29,"No","","Yes",".25",2
7,"English",1,"Male",40,"no","It is a stretch in my view to make a definitive claim in the positive when 80/100 showed no difference.","Yes","$0.25",3
8,"English",0,"Male",48,"Well there was no test result for the letter I","","Yes",".50",2
9,"",0,"Male",NA,"","","Yes","35",-1
10,"English",1,"Female",42,"No","It was fun.","Yes","20 cents",3
11,"English",1,"Male",28,"It seemed like the sliders did not show the amount selected so I sort of had to guess when trying to pick 5 and so on for what I expected the experiments to yield in terms of alertness. ","","Yes","25",3
12,"English",1,"Male",28,"No issues to report.","","Yes","25",1
13,"English",1,"Male",36,"no","nothing to add","Yes","0.25",2
14,"",99,"",NA,"","",NA,"",-1
15,"English",1,"Female",39,"","Task seemed clear, but I would have liked for a number to show up when I moved the sliding scale so I could put it on an exact number.","Yes","yes",4
16,"English",1,"Male",35,"no","","Yes",".50",2
17,"english",0,"Male",NA,"","","Yes",".75",2
18,"English",0,"Female",67,"","","Confused","yes",2
19,"English",1,"Female",37,"","","Yes",".75",3
20,"English",0,"Female",45,"no","","Yes","0.30",3
21,"English",1,"Female",60,"No","Thanks","Yes",".25",2
22,"english",0,"Male",40,"no","","Yes",".25",1
23,"english",1,"Female",30,"none","none","Yes",".25",2
24,"English",0,"Female",45,"no","","Yes",".15",2
25,"english",0,"Male",32,"no","","No","30",3
26,"English",1,"Male",24,"No","Great study!","Yes",".10",3
27,"English",1,"Male",37,"No","","Yes",".15",2
28,"English",0,"Male",37,"No problems or bugs","No comments","Yes","0.25",2
29,"English",1,"Male",29,"No","","Yes","Yes",4
30,"English ",0,"Male",27,"None ","","Yes","$.50",3
31,"English",1,"Male",37,"No","Thanks!","Yes",".25",3
32,"     english",0,"Female",33,"","","Confused",".25",2
33,"English",1,"Female",31,"No","Thank you!","Yes","0.30",2
34,"english",0,"Female",31,"no","","Yes","0.30",2
35,"English",0,"Female",35,"","","Yes",".27",2
36,"English",1,"Female",44,"","","Yes",".25",3
37,"English",-1,"Male",30,"No","","Yes","An extra 10 cents or so would have probably made it better.  But, this isn&quotechart horrible or anything.",1
38,"English",1,"Male",31,"","","Yes","0.25",1
39,"english",1,"Male",26,"no","","Confused","25",3
40,"English",1,"Male",25,"There was no number associated with the slider in the answer section.","Interested in where the data from experiment D went.","Yes","yes",2
41,"English",0,"Male",34,"none","thanks","No","yes",2
42,"English",1,"Male",34,"No issues.","","Yes","",1
43,"English",0,"Female",28,"No","Thank you","Yes","25",3
44,"English",1,"Male",25,"no","","Yes",".25",3
45,"english",1,"Female",25,"na","","Yes",NA,2
46,"english",1,"Female",30,"not in the real one, just the theoretical one","","Yes",NA,3
47,"English",0,"Female",52,"no","Very interesting, thank you!","Yes","0.5",3
48,"English",0,"Female",40,"no","","Yes","0.25",3
49,"english",0,"Female",47,"no","","Yes","0.25",0
50,"English",1,"Female",25,"No","None","Yes","0.25",2
51,"English",1,"Male",46,"No","","Yes","25",3
52,"english",1,"Female",51,"no","","Yes","30",3
53,"English",0,"Female",74,"none","","Yes","0.5",3
54,"english",0,"Male",34,"no","no","Yes",".50",3
55,"English",0,"Female",23,"","","Confused",".25",2
56,"english",0,"Male",24,"nope","","No","yes",2
