"workerid","language","enjoyment","gender","age","problems","comments","asses","fairprice","education"
0,"English",0,"Female",40,"No",NA,"Yes","0.4",4
1,"english",0,"Female",31,"no",NA,"Yes","25",1
2,"English",0,"Male",29,"no",NA,"Yes","0.25",3
3,"English",0,"Female",23,"",NA,"Yes","0.25",1
4,"English",1,"Male",54,"no",NA,"Yes","0.4",3
5,"English",1,"Male",27,"no",NA,"Yes","0.25",1
6,"English",0,"Male",35,"I didn&quotechart notice any bugs.",NA,"Yes","0.2",3
7,"English",0,"Female",38,"no",NA,"Yes","0.5",4
8,"english",0,"Male",33,"no",NA,"Yes","0.3",1
9,"English",1,"Male",34,"No.","","Yes","$0.25",3
10,"English",0,"Female",24,"No","","Yes",".25",1
11,"english",1,"Female",20,"","","Yes","",2
12,"English",0,"Male",45,"no","","Yes",".25",4
13,"English",0,"Male",24,"no problems.","Thanks.","Yes","yes",2
14,"English",0,"Male",23,"No.","","Yes","0.25",3
15,"English",0,"Female",45,"no","I don&quotechart think 20% is enough to generalize that it makes oilers sleepy.","Yes",".25",3
16,"English",1,"Female",32,"No","","Yes","0.25",4
17,"English",0,"Male",32,"No issues","No concerns","Yes","25 cents",3
18,"english",1,"Female",38,"",NA,"Yes",".25",3
19,"vietnamese",1,"Female",23,"no",NA,"Yes","$.50",3
20,"English",1,"Male",23,"",NA,"Yes",".25",1
21,"English",1,"Male",32,"",NA,"Yes",".25",2
22,"English",0,"Male",36,"",NA,"Yes",".30",3
23,"english",0,"Male",33,"",NA,"Yes",".25",2
24,"english",-1,"Male",25,"no",NA,"No",".75",2
25,"english",0,"Male",34,"none",NA,"Yes",".25",3
26,"english",0,"Female",34,"no",NA,"Yes",".25",2
27,"english",0,"Female",31,"no","","No","0.25",2
28,"English",0,"Male",34,"No problems","I thought this was interesting","Yes","0.25",4
29,"english",1,"Female",32,"","","Yes","0.25",2
30,"german",0,"Female",58,"no","na","Yes","0.25",3
31,"English",0,"Male",38,"","","Yes","0.3",1
32,"english",1,"Male",21,"no","none","Yes","0.25",2
33,"English",0,"Male",63,"no","anannoying presentation one at a time this way","Yes","0.4",4
34,"english",-1,"Male",35,"","","No","0.5",3
35,"english",1,"Female",43,"no","","Yes","0.25",4
36,"English",0,"Female",47,"No","","Yes","0.3",3
37,"English",0,"Male",26,"No.","The questions are clear.","Yes","0.5",3
38,"English",1,"Male",23,"no","","Yes","0.3",3
39,"English",1,"Male",33,"no","thank you","Yes","0.25",3
40,"english",1,"Male",27,"No.","","Yes","0.25",1
41,"English",1,"Female",27,"no","Have a great day!","Yes","0.3",2
42,"English",1,"Female",34,"","","Yes","0.3",3
43,"English",1,"Male",34,"no","none","Yes","0.25",2
44,"english",0,"Female",29,"no","","Yes","0.3",3
45,"English",1,"Male",39,"No","Plov Power","Yes",".25",3
46,"English",1,"Female",66,"no","","Yes","25 cents",3
47,"english",0,"Female",46,"no","","Yes",".25",3
48,"english",1,"Female",30,"none","none","Yes",".25",2
49,"english",0,"Male",29,"na","ty","No","0.25",1
50,"english",0,"Male",22,"","","Yes","1.00",3
51,"English",0,"Male",32,"no","","Yes",".25",3
52,"English",1,"Male",31,"No","","Yes",".25",2
53,"English",0,"Male",33,"no","","Yes","no",3
54,"English",1,"Female",39,"no","Interesting study.  My opinion is that none of the herbs actually made them sleepy, the numbers were too low to actually say ""yes""","Yes","yes",1
55,"Chinese",1,"Male",23,"","","Yes","$0.25",3
56,"english",0,"Female",53,"no","","Yes",".30",3
57,"English",1,"Male",46,"no","","Yes",".25",3
58,"English",1,"Female",43,"no","","Yes","yes",2
